X,logFC,AveExpr,t,P.Value,adj.P.Val,B
YES1,-0.125448386,8.483906779,-0.485731825,0.632424798,0.83387657,-6.246975823
CNOT1,0.020333964,4.718362138,0.061910533,0.951398802,0.980257002,-6.247236438
A0A3Q2H306,-0.02407611,8.045268726,-0.051981272,0.959185335,0.984178309,-6.247815015
NUDC,-0.109180969,7.741862939,-0.649887275,0.52219154,0.778904564,-6.247971404
RRAS,-0.127696317,9.02121528,-0.64967632,0.522325392,0.778904564,-6.248108429
PROC,0.206694983,5.724668248,0.649396246,0.522503129,0.778904564,-6.248290286
LOC100071074,-0.132890389,6.111987159,-0.278254266,0.784164714,0.910209731,-6.248306454
TOP2B,0.11068035,6.677878842,0.606563891,0.550336834,0.796398371,-6.248808802
ATE1,-0.11863035,6.960794353,-0.64848951,0.523078777,0.778980976,-6.248878525
ZNF512,-0.008576901,6.061099059,-0.021246632,0.983310918,0.994434776,-6.248966621
THAP11,-0.006390906,5.894925102,-0.020029941,0.984266481,0.994682843,-6.24899232
MRE11,0.205095303,5.828749463,0.48158856,0.635314452,0.834389335,-6.248994613
POGLUT1,-0.003026685,6.253967371,-0.017255246,0.986445755,0.995492642,-6.24904526
MT-CO2,0.003565219,5.915178725,0.011527008,0.990945104,0.996850464,-6.249129629
ATL3,-0.146413578,6.171084601,-0.605531324,0.551010193,0.796419464,-6.249435746
GDF5,0.17165876,6.047312983,0.448709992,0.658704903,0.844583391,-6.250206702
ACADVL,-0.107550418,6.105431594,-0.50607525,0.618324771,0.82801126,-6.250397362
IPO7,-0.092957114,6.84964512,-0.603922316,0.552060324,0.796419464,-6.250410629
POLR2C,-0.083672027,5.829485363,-0.366980765,0.717901862,0.878815999,-6.250475202
TKT,-0.115751821,12.93124574,-0.645910571,0.524717932,0.779814566,-6.250547266
RPS20,0.135645697,9.671886565,0.645544388,0.524950902,0.779814566,-6.250783691
NUP35,-0.151680621,5.006436761,-0.372208502,0.713847364,0.876246016,-6.250842521
NANS,0.127015497,8.284884551,0.644261289,0.525767672,0.779898024,-6.251611099
PSMD3,-0.116591897,7.249847283,-0.643335054,0.526357707,0.779898024,-6.252207398
MAGOH,0.152514935,7.580706085,0.642623612,0.526811158,0.779898024,-6.252664854
TARS1,-0.128674564,7.781825429,-0.642552976,0.526856191,0.779898024,-6.252710246
ARHGAP1,-0.102491231,8.771296918,-0.642159453,0.527107113,0.779898024,-6.252963044
SERPINF2,-0.235399264,8.191330792,-0.599589478,0.554893399,0.796419464,-6.253023389
HSD17B8,-0.099086969,7.085925222,-0.545402895,0.591211204,0.815370373,-6.253119975
CUL2,0.071038336,6.061870759,0.359368022,0.72349104,0.881661969,-6.253279188
METAP1,0.11043835,5.99869042,0.35809258,0.724429031,0.882081414,-6.253743305
A0A3Q2LSP0,-0.108723598,10.43855115,-0.640776535,0.52798942,0.780038073,-6.253850243
EXOSC4,-0.049572296,7.337299635,-0.305617403,0.763393757,0.903025239,-6.253886915
SLC29A1,-0.204288672,10.80238456,-0.640341866,0.528266905,0.780060127,-6.25412872
NUDT2,-0.144280059,7.901069109,-0.5972195,0.556446246,0.796979464,-6.25444482
DCXR,0.127212645,7.113261843,0.639546833,0.528774647,0.780421995,-6.254637598
RAB10,-0.116175269,6.899779663,-0.634420331,0.532054997,0.784094939,-6.257904285
EIF5,-0.101961126,8.755349594,-0.63378774,0.53246054,0.784303552,-6.258305624
ECI1,-0.144627489,7.80487,-0.63284777,0.533063447,0.78441382,-6.258901262
PPP2CA,-0.117082944,9.233397236,-0.631329868,0.534037822,0.785458599,-6.259861321
SARS1,0.106972836,7.629294886,0.586738147,0.563340848,0.800074261,-6.260665843
WDR82,-0.115932404,6.412833739,-0.586257792,0.563657877,0.800074261,-6.260948393
THSD4,-0.168188748,8.405599107,-0.629195265,0.535409693,0.786697427,-6.261207672
PLOD3,-0.075994284,6.710352373,-0.455146623,0.653895439,0.844483299,-6.261480095
DCPS,0.102150535,6.994034042,0.528772213,0.602496663,0.820309643,-6.262098768
KRAS,-0.112433902,9.964441043,-0.627747275,0.536341367,0.787676817,-6.262118453
NUDT4,0.066482394,5.820112668,0.174870224,0.863242148,0.947079919,-6.262239709
VPS45,-0.135215523,5.803670772,-0.583831475,0.565260623,0.800853272,-6.262372157
TSC22D2,-0.058436328,6.223729648,-0.276434981,0.785355519,0.910209731,-6.262513116
A0A3Q2L125,-0.20629073,6.021472237,-0.627013042,0.536814123,0.7879816,-6.262579508
LPAR1,-0.170662047,8.809718893,-0.625807308,0.537590953,0.788270069,-6.263335509
DARS1,0.110501664,10.62295916,0.625472752,0.537806607,0.788270069,-6.263545028
TUBB3,0.081031213,6.335963325,0.211740168,0.83482109,0.930937211,-6.26491253
A0A3Q2I2H1,0.064152858,6.509633151,0.157844039,0.876434689,0.951619048,-6.265129864
ALAD,0.144892775,9.865316157,0.62250558,0.539721266,0.790296639,-6.265398512
ATG7,-0.090206023,6.353494251,-0.578235962,0.568965742,0.804163756,-6.265633791
SOX5,-0.083143521,6.430980244,-0.445718799,0.660577542,0.845386253,-6.265764925
A0A9L0T8X5,-0.073650746,9.281642789,-0.15318716,0.88004972,0.953547672,-6.265869001
PAICS,-0.119699228,10.3847048,-0.621318644,0.540488191,0.790680904,-6.266137564
MYD88,0.030692303,5.671505523,0.146846239,0.884976405,0.955401489,-6.266839941
SYNE1,-0.030907521,5.946605848,-0.14351347,0.887567814,0.956808409,-6.267333853
DDX42,-0.11174819,7.085383877,-0.618888014,0.542060525,0.790680904,-6.267646754
DDX6,-0.120510321,8.639298336,-0.618133646,0.542549007,0.790680904,-6.268113982
SF3B3,-0.119743103,7.515069544,-0.618101326,0.542569941,0.790680904,-6.268133987
RPRD1B,-0.152111813,7.17521708,-0.617981809,0.542647356,0.790680904,-6.268207958
STK38L,-0.1551151,6.164176186,-0.617897052,0.54270226,0.790680904,-6.268260406
FBLN5,-0.224930934,9.037554863,-0.616682373,0.54348942,0.790747829,-6.269011298
UBXN6,-0.126859428,6.184314752,-0.385383368,0.704224287,0.873590963,-6.26932147
HMGCL,0.093364181,5.898901249,0.571780685,0.573255519,0.806142172,-6.269358752
RAB33B,0.083951404,6.979931493,0.383160968,0.705844025,0.874602685,-6.270186252
MOGS,-0.12700467,6.806243452,-0.570265748,0.574264624,0.806374248,-6.270227057
CZIB,-0.10846619,7.118489804,-0.569184479,0.574985411,0.806554134,-6.270845433
STXBP6,-0.148718996,7.27639753,-0.612826787,0.545992003,0.793110666,-6.271385287
ACBD3,-0.087910467,7.434732064,-0.611463536,0.546878317,0.793682422,-6.272221231
SEPTIN2,-0.097046815,9.182586999,-0.611108518,0.547109256,0.793682422,-6.272438632
VAC14,0.019109298,5.981126889,0.086913059,0.931753566,0.970112405,-6.273993398
CLASP2,0.105142861,6.565775347,0.608109526,0.549062147,0.79573836,-6.274270242
CTDP1,-0.019243201,5.140152693,-0.081056388,0.936341344,0.972315356,-6.274495924
NUP93,0.079853572,6.812901387,0.561237441,0.580296992,0.809117106,-6.275355374
COL1A2,-0.187431417,11.26447218,-0.606213465,0.550298718,0.796398371,-6.275423745
COMT,-0.056700922,6.474370722,-0.291555077,0.773952144,0.907452418,-6.2756945
ATXN10,-0.036833933,4.884222856,-0.150710113,0.881973712,0.954587941,-6.276201986
BAIAP2,-0.059569747,6.018243284,-0.219645272,0.828613112,0.929891219,-6.276838854
PCYT1B,-0.084682313,6.528030454,-0.4995071,0.62260461,0.82995482,-6.27724121
TRAP1,0.006021022,5.540059873,0.019963775,0.984304126,0.994682843,-6.277649245
ARHGAP17,-0.000432219,6.120102894,-0.001671275,0.998685922,0.999588512,-6.277851495
PSMA3,-0.084902937,9.096255175,-0.602141008,0.552959623,0.796419464,-6.277889513
FARSB,0.102532123,8.369385386,0.600463063,0.55405793,0.796419464,-6.278900785
LIMS1,0.116693653,8.629638417,0.599795065,0.554495488,0.796419464,-6.279302616
APOH,-0.236481456,10.0365666,-0.599774277,0.554509108,0.796419464,-6.279315114
PSMD8,-0.109031072,7.832027805,-0.5985391,0.555318669,0.796644986,-6.280056964
MAPRE2,-0.216363548,5.971773935,-0.552776709,0.585978802,0.812765183,-6.280089143
SENP8,-0.141599704,5.402264585,-0.272484791,0.788343072,0.912769785,-6.281165259
GMPS,0.094568668,7.321857655,0.491512092,0.628151815,0.832070448,-6.281231767
FETUB,-0.167160953,9.999422278,-0.596537726,0.556631719,0.796979464,-6.281255848
CFI,-0.170816973,10.7829062,-0.594783135,0.557784186,0.797486437,-6.2823037
PXDN,0.092916292,6.100326701,0.547787216,0.589342391,0.815370373,-6.282847997
RANBP2,0.062894965,5.662857777,0.348668017,0.731163719,0.884806023,-6.282976229
SORBS3,0.148756942,7.250322879,0.499875707,0.622349408,0.82995482,-6.283058893
ATG3,-0.071827928,6.141935492,-0.546949758,0.589907883,0.815370373,-6.283308671
SSRP1,-0.071380737,7.580344447,-0.546195038,0.590417735,0.815370373,-6.283723245
HPCAL1,0.134107796,6.689955922,0.343046143,0.735321571,0.886258254,-6.284948096
BAG5,0.112282926,5.75718529,0.48355222,0.633697114,0.834166648,-6.285142304
SERPINF1,-0.127543606,11.3308949,-0.589441412,0.561300391,0.800074261,-6.285475392
NECAP2,-0.049123969,7.011943073,-0.254973346,0.801627194,0.918283785,-6.285865692
CCDC97,0.087227141,6.073894109,0.430641783,0.671324191,0.852020478,-6.286041957
DCTN2,-0.130341227,7.883915828,-0.588161026,0.562144905,0.800074261,-6.286231511
CAPNS1,0.091235074,9.204246748,0.588090182,0.562191651,0.800074261,-6.286273301
ACSL3,0.108366445,6.318804307,0.493041845,0.627088663,0.832070448,-6.286477413
DUSP3,0.072652282,6.563131917,0.359278681,0.72333953,0.881661969,-6.286775331
NELFE,-0.11268367,6.483843563,-0.491971398,0.627832518,0.832070448,-6.287008723
STX5,0.111835365,7.125384461,0.586838992,0.563017575,0.800074261,-6.287010551
ADK,0.109882009,10.39300557,0.585784886,0.563713886,0.800074261,-6.28763049
SORBS1,-0.000364832,5.960614431,-0.001530518,0.998796595,0.999588512,-6.287808735
GON7,-0.107664813,6.702266716,-0.245202325,0.809066887,0.921678574,-6.288353776
ITGA1,0.027466394,6.477020992,0.157580794,0.876537162,0.951619048,-6.288761694
SNAPIN,0.099431556,5.433635258,0.352733664,0.728162127,0.883729445,-6.289138573
XRCC1,-0.125806835,8.547502761,-0.536137713,0.597232587,0.818773795,-6.289194643
GOLGA2,-0.053082073,5.242341269,-0.249661659,0.805522222,0.919756542,-6.289466904
ACAA2,-0.10520083,9.625316318,-0.581117383,0.566802405,0.802654884,-6.290362538
UBE2K,0.102741395,7.350350731,0.533342148,0.599133639,0.819070052,-6.290697908
EIF4G3,-0.095617493,6.424848163,-0.533208335,0.599224708,0.819070052,-6.290769671
LGALSL,-0.03365501,7.201847338,-0.14360868,0.88740117,0.956808409,-6.290906458
ADISSP,-0.086733365,6.324670418,-0.347226109,0.732229325,0.885050172,-6.291093997
PA2G4,0.07332908,9.351028936,0.579830266,0.567655619,0.803097545,-6.291112201
CCT6B,-0.117451327,7.24510305,-0.531563827,0.600344464,0.819468233,-6.291650185
ATP6V1C1,-0.10566433,6.041541777,-0.530017441,0.60139833,0.819988269,-6.292475745
CCDC124,-0.080678586,7.353725863,-0.528933657,0.602137463,0.820309643,-6.293052942
DDT,-0.142139469,11.76581993,-0.576254163,0.570029608,0.804540601,-6.293186581
DRG2,-0.087346635,7.544502697,-0.527458509,0.603144207,0.820309643,-6.293836719
BCAT2,0.021682473,7.514707832,0.121893272,0.904330829,0.964463307,-6.293845713
ILVBL,0.094642642,5.142795011,0.411953181,0.684745982,0.863122746,-6.294002995
SRP9,0.057380382,7.38512265,0.338244934,0.738879123,0.888289776,-6.294217546
ARF5,0.102657229,9.903479853,0.574310859,0.571321781,0.80548972,-6.294308604
PSMD6,-0.175052627,6.686666093,-0.525686007,0.604354955,0.820309643,-6.294775666
DYNLL1,-0.07435932,5.322731324,-0.312881178,0.757771523,0.902340359,-6.294987428
FBXO7,0.172975139,7.195838936,0.408296357,0.687384999,0.863255745,-6.295520154
PFKFB3,-0.025239633,5.941971576,-0.105422557,0.917203648,0.966921728,-6.295754959
HNRNPR,-0.089873123,10.63556678,-0.571767326,0.573015309,0.806142172,-6.295771623
GCHFR,-0.068455082,6.437384923,-0.213152934,0.833597455,0.930937211,-6.295836625
CLEC11A,0.189889631,11.23592233,0.571418712,0.57324762,0.806142172,-6.295971652
GOLPH3,-0.103619154,8.190706025,-0.571287541,0.573335042,0.806142172,-6.296046884
CDV3,0.093948264,5.44105579,0.331272724,0.744056074,0.893091754,-6.296586654
GART,-0.077880232,9.088159097,-0.569405039,0.574590432,0.806380809,-6.297124742
PRPF4B,-0.020412258,6.139664958,-0.091258991,0.928292304,0.969160937,-6.297175772
ROR2,-0.144995968,6.871588815,-0.470160758,0.643076222,0.837940469,-6.297588461
DVL1,0.0669628,4.300811345,0.203394792,0.841102646,0.93387405,-6.29790824
GRIPAP1,0.021316807,5.886883904,0.08247012,0.935180866,0.971908851,-6.297954633
AP3M1,-0.095265306,7.100802104,-0.566970595,0.57621595,0.806843031,-6.298513497
RTN4,0.136432307,6.401171911,0.365763559,0.718373341,0.879030971,-6.298559293
SSR4,-0.141188368,8.512029107,-0.566290542,0.576670446,0.807012668,-6.298900407
TAOK2,0.058791859,5.844233151,0.32410012,0.74939489,0.896031839,-6.298972965
HSPBP1,-0.032699028,5.678029811,-0.197768777,0.845436914,0.936378843,-6.299058717
SUPT16H,0.083703446,7.158457125,0.453942062,0.654517573,0.844483299,-6.299140718
GCN1,-0.08270159,6.116052603,-0.517007044,0.610300094,0.823808078,-6.299328687
RBM39,-0.102293122,8.010105674,-0.564883829,0.577611157,0.807873362,-6.299699312
PRMT1,0.068809614,7.459307685,0.516170185,0.610874812,0.824209385,-6.299763799
ACAD8,-0.014363864,6.530464231,-0.050774302,0.96006323,0.984178309,-6.300109284
SERPINC1,-0.169179824,10.59834225,-0.563945849,0.57823884,0.807873362,-6.300230939
LOC111772161,0.111935148,8.742365829,0.563745203,0.578373154,0.807873362,-6.300344549
HSPH1,-0.009019272,5.770063385,-0.039628904,0.968824174,0.98674716,-6.30062341
COTL1,-0.013131426,5.824665704,-0.030911575,0.975679415,0.990404787,-6.300937196
PRRC2C,0.002272472,6.189631072,0.008752046,0.993113007,0.996850464,-6.301385716
FLNC,-0.153151723,6.988421021,-0.561636388,0.579785756,0.809117106,-6.301536232
APOO,0.078035577,6.692068725,0.290388447,0.774657657,0.907452418,-6.301878548
MMAB,0.053449969,6.433532889,0.289666132,0.775201891,0.907456587,-6.302091409
ACIN1,0.121617972,7.39610224,0.560595923,0.580483353,0.809117106,-6.302122595
APOA1,-0.17532961,14.22361205,-0.560384333,0.580625268,0.809117106,-6.302241708
AP3D1,0.071983546,7.149980116,0.511320888,0.614210136,0.825610344,-6.302271579
FAM169A,-0.130024731,7.257756716,-0.511024656,0.614414161,0.825610344,-6.302424024
AHCYL1,-0.086491782,7.337446085,-0.559951269,0.580915781,0.809142422,-6.302485364
EIF3L,0.114007805,6.593976933,0.559387577,0.581294033,0.809289865,-6.302802241
IAH1,-0.138340788,7.258453505,-0.510063209,0.615076561,0.826024877,-6.302918205
CFB,-0.215374312,9.907727216,-0.558775947,0.581704592,0.809410002,-6.303145715
PSMC2,-0.07476577,9.665726033,-0.558402526,0.581955323,0.809410002,-6.303355237
ARL1,-0.126669261,7.863176612,-0.557966332,0.58224827,0.809410002,-6.303599809
REEP5,-0.092962694,7.700066753,-0.557636145,0.582470072,0.809410002,-6.303784819
AP3B1,-0.077786167,7.190308086,-0.554803725,0.584374469,0.810918518,-6.305367504
C1S,-0.068338551,6.91201986,-0.303035859,0.765147983,0.903025239,-6.305682291
SAP18,-0.146593849,7.295371202,-0.276002197,0.78551927,0.910209731,-6.306019058
NIFK,-0.086323646,6.587167211,-0.299558684,0.767758757,0.90500884,-6.306746928
ZKSCAN1,0.073546487,5.765293324,0.298843363,0.768296197,0.90507851,-6.306964435
ZC3H15,-0.033364954,6.225185879,-0.153471083,0.879730149,0.953547672,-6.30699398
CNDP2,-0.092381455,10.2102283,-0.551716866,0.58645345,0.812995555,-6.307083431
PSMB2,0.090540134,8.230994779,0.551362746,0.586692181,0.812995555,-6.307279684
MARS1,0.077101745,6.729383767,0.501127721,0.621248771,0.82995482,-6.307467559
GLB1,0.077936001,8.308777288,0.500337351,0.621796105,0.82995482,-6.307866182
C1QC,-0.154260546,10.07216334,-0.549715733,0.587803152,0.814155322,-6.308190846
DDX21,0.049618931,6.555576043,0.139385302,0.890689683,0.957741241,-6.309098999
GRHPR,0.082455993,6.710781659,0.373650729,0.712587184,0.876246016,-6.309233376
TOMM70,-0.08828514,7.17446392,-0.547708074,0.589158793,0.815370373,-6.309297935
FYTTD1,-0.069684251,8.388710982,-0.263943784,0.794658358,0.913834372,-6.30932886
NUP155,-0.078356658,5.336047458,-0.371698859,0.714017467,0.876246016,-6.30997033
IWS1,0.065179625,6.639816234,0.371652565,0.714051403,0.876246016,-6.309987763
PRNP,0.124084709,8.765371669,0.545150135,0.590888227,0.815370373,-6.310702752
PRPF8,0.065369119,5.903193887,0.440967635,0.663733548,0.847245681,-6.311013974
SNX12,-0.112064226,7.178597334,-0.544557597,0.591289199,0.815370373,-6.311027259
A0A9L0SEY9,-0.144937539,7.516890829,-0.544453513,0.591359648,0.815370373,-6.311084226
DCTN5,0.209902027,5.963632319,0.492940222,0.626929452,0.832070448,-6.311567117
F7BYD1,-0.09134995,9.007302143,-0.543504586,0.592002105,0.815787687,-6.3116031
EMP3,0.026330397,7.136674656,0.117125067,0.908054817,0.965925837,-6.312013586
DLG1,0.062407222,8.623080026,0.54198697,0.593030295,0.81657447,-6.312431101
AGL,-0.118046125,6.88535324,-0.541416482,0.593417027,0.81657447,-6.312741771
HIBCH,-0.019607147,6.055058077,-0.107214103,0.915802242,0.966921728,-6.313148759
WDR44,0.046744916,5.702358697,0.1027389,0.919303414,0.967297141,-6.313628509
FTL,-0.096081513,9.035101404,-0.539664071,0.594605753,0.817479728,-6.313694089
PSMB3,0.106061348,8.44779975,0.539234791,0.594897127,0.817502018,-6.313926916
ARGLU1,0.152529641,9.016941926,0.487527006,0.630698333,0.83387657,-6.314241309
DIS3,0.093493111,7.438653493,0.486762267,0.631231604,0.83387657,-6.31461677
PPP2R5A,0.041097941,6.888561211,0.271530475,0.788904748,0.912789539,-6.31488386
CPNE8,0.101392245,9.2034496,0.536554774,0.596717757,0.818773795,-6.315376379
defb3,0.135956841,8.007542013,0.535810917,0.597223564,0.818773795,-6.315777439
SNX9,-0.087696591,7.677182071,-0.535439596,0.597476132,0.818773795,-6.315977438
DHRS7,0.024973457,6.189904432,0.073650717,0.942098655,0.975932742,-6.316248773
C1QBP,0.107890893,6.558536759,0.353917059,0.727096788,0.883417536,-6.31650872
PSPH,-0.12083009,7.456686076,-0.534313518,0.598242394,0.818886949,-6.316583136
MME,-0.023625804,6.350969094,-0.055428551,0.956406198,0.982817412,-6.317450221
RAB12,-0.136161431,7.331728424,-0.532692258,0.599346447,0.819070052,-6.317453
LRRC59,0.076848799,9.313721346,0.531747228,0.599990451,0.819468233,-6.317958853
EIF5B,0.098771521,6.79548885,0.47977563,0.636113041,0.834389335,-6.318020277
MYH7,-0.04897922,5.701376467,-0.042197516,0.966804688,0.986731958,-6.318110083
ACSL1,-0.068375179,5.815912789,-0.349130756,0.730632202,0.884806023,-6.318214619
ERH,-0.106271125,8.652261149,-0.531050766,0.600465279,0.819468233,-6.318331093
ARF6,-0.075781217,9.421939426,-0.530536679,0.600815885,0.819570245,-6.318605553
NAA11,-0.002041391,4.857934866,-0.010163208,0.9920026,0.996850464,-6.318967025
SF1,-0.161158778,7.30901859,-0.527462059,0.602914822,0.820309643,-6.320241615
RASA3,-0.091594346,6.667802169,-0.47455639,0.639770704,0.837679378,-6.320531374
PIR,-0.052599731,6.609915862,-0.248597735,0.806333165,0.919975358,-6.320951986
GBA1,-0.112855381,7.183909268,-0.525277933,0.604407985,0.820309643,-6.321398194
EIF3J,0.087367925,7.515158892,0.52523805,0.604435267,0.820309643,-6.32141927
SRSF9,0.103541936,7.943437267,0.524534451,0.604916665,0.820309643,-6.321790827
PMM2,-0.090492901,8.622057338,-0.524489685,0.604947299,0.820309643,-6.321814451
LOC100065392,-0.138223432,7.551176752,-0.470624614,0.642532311,0.837784004,-6.322405279
TANGO2,0.075162217,6.705946404,0.399812664,0.693323731,0.867311497,-6.322486719
FABP4,-0.167717387,8.818833681,-0.522570464,0.60626138,0.821296313,-6.322825401
TKFC,0.097987648,7.570803671,0.521492269,0.607000211,0.821296313,-6.323391753
ECM1,-0.145097672,8.801034148,-0.521409247,0.60705712,0.821296313,-6.323435316
DHDH,0.098618907,9.634836299,0.520087484,0.60796348,0.822148156,-6.324127943
PRAF2,0.069481169,8.082997766,0.331477593,0.743724537,0.893091754,-6.324308001
VPS29,-0.118082003,7.751914756,-0.518755751,0.608877327,0.822919655,-6.32482406
APOA4,-0.203414362,8.605671217,-0.518448938,0.609087957,0.822919655,-6.324984189
ELOC,-0.084737412,7.060872556,-0.517575528,0.609687752,0.823355596,-6.325439524
NIPSNAP3A,0.066538362,5.973200412,0.19338482,0.848705264,0.937203054,-6.325749739
MYH14,0.063876559,6.877306274,0.406306239,0.688619873,0.863973666,-6.325857196
PON1,-0.111658716,7.1717954,-0.281633626,0.781111603,0.910209731,-6.326172455
PPFIBP1,-0.103501351,6.5494769,-0.390127599,0.700363032,0.871933928,-6.326356703
HK1,-0.089921582,8.479560134,-0.514816357,0.611584385,0.824792195,-6.326873037
RFTN2,-0.090459421,6.840191067,-0.513384241,0.612569906,0.82557998,-6.327614135
ARFRP1,0.090754591,7.414075797,0.27603974,0.785343619,0.910209731,-6.327756352
NHP2,-0.101351754,8.161699635,-0.512704066,0.613038237,0.825610344,-6.327965409
LOC100071548,0.127613209,7.145468336,0.512015346,0.613512622,0.825610344,-6.328320632
DTD1,0.156532302,6.045017345,0.316241365,0.755089018,0.901122523,-6.329315781
H1-5,0.192561107,11.43612343,0.509044136,0.615561146,0.826024877,-6.329847754
LOC111772162,-0.115400928,8.08926998,-0.508760098,0.615757146,0.826024877,-6.329993288
APOA2,0.259165459,8.261209058,0.505598082,0.617941062,0.82801126,-6.331608055
TAOK1,-0.057667211,5.281352051,-0.30621923,0.762595804,0.903025239,-6.332482662
HDGFL3,0.129123464,8.581481468,0.502715841,0.619934886,0.829651598,-6.333071374
EPN1,0.222099203,6.546484851,0.447480889,0.658894221,0.844583391,-6.333125886
LOC111767785,-0.059429049,6.87905803,-0.194549018,0.847806433,0.937065816,-6.333148654
ADPRS,-0.077154359,7.59137773,-0.501903321,0.620497496,0.82995482,-6.333482414
NT5DC1,0.064180275,6.656147333,0.145429729,0.885899843,0.956051011,-6.334028804
PTTG1IP,0.079081227,7.185045312,0.299113966,0.767932442,0.90500884,-6.334666655
DMGDH,-0.037251242,6.071397046,-0.140459669,0.88977184,0.957515743,-6.334753159
MTAP,-0.096032362,8.361436414,-0.499297641,0.622303334,0.82995482,-6.334796196
FARP1,-0.087748915,7.929928222,-0.498861967,0.62260551,0.82995482,-6.33501521
LARS1,0.095890363,7.463183758,0.498358225,0.622954981,0.82995482,-6.335268209
FCSK,-0.0210121,6.683639291,-0.134573031,0.894361582,0.959605727,-6.335578587
SMC1A,0.068631721,7.837047811,0.495018071,0.625274504,0.83202124,-6.336939438
RNPS1,-0.097116947,8.691068724,-0.438029542,0.665627189,0.847291508,-6.337351379
NUDT21,0.074539581,8.012757223,0.493893408,0.626056403,0.832070448,-6.337499683
TWF2,-0.09010971,6.609853187,-0.376059447,0.710637262,0.876059463,-6.337833005
FGB,-0.177849251,12.30483786,-0.491309751,0.627854335,0.832070448,-6.338781994
BHMT2,0.194789024,11.18281845,0.49115804,0.627959982,0.832070448,-6.338857087
STRN,-0.119766834,6.728305413,-0.434489535,0.668156505,0.848693021,-6.338911232
EIF3I,-0.107391196,8.054005959,-0.490369446,0.628509266,0.832130584,-6.339247049
SLC4A1,-0.06869734,7.107589344,-0.095288165,0.925081486,0.968284747,-6.340183732
UBE2M,-0.064983237,8.596047708,-0.487541528,0.630480816,0.83387657,-6.340640422
NSUN2,0.076940587,6.862528557,0.487282637,0.630661449,0.83387657,-6.340767589
CCDC22,0.058346846,6.263368497,0.350960798,0.729106948,0.883793041,-6.341052275
ITGA10,-0.028495628,6.648527101,-0.148603562,0.883428755,0.954771492,-6.34118583
ABCF3,-0.014588771,6.599443672,-0.08428836,0.933706939,0.971643893,-6.341191397
A0A3Q2HRV7,-0.082497062,11.41069499,-0.485707104,0.631761231,0.83387657,-6.341540062
EPRS1,-0.076717387,8.100520135,-0.485511638,0.631897735,0.83387657,-6.341635726
USP8,-0.015004573,6.007477081,-0.074069774,0.941727368,0.975888389,-6.342016969
LOC100054696,-0.066243291,7.352555631,-0.483795101,0.63309705,0.83387657,-6.342474212
PSIP1,0.091580651,8.100157807,0.483773427,0.6331122,0.83387657,-6.342484781
PSMD2,-0.098030633,6.45798872,-0.483771903,0.633113265,0.83387657,-6.342485524
RAB6A,0.068483946,8.243844428,0.483653435,0.633196076,0.83387657,-6.342543283
HCFC1,-0.062150841,7.074554177,-0.425086917,0.674894147,0.85578767,-6.342993955
FGFR3,-0.076480939,7.242105518,-0.213561634,0.833046273,0.930937211,-6.343300919
CUTA,-0.135778032,7.336111002,-0.424262994,0.675485887,0.856172598,-6.343347527
MATN3,-0.379905402,9.861365457,-0.481799445,0.634492676,0.834382986,-6.343445384
FAP,0.009507916,6.325171431,0.05167184,0.959328335,0.984178309,-6.34345399
LOC100051754,0.177257905,12.01091095,0.481497455,0.634703988,0.834382986,-6.343592003
PID1,-0.014260356,5.5833796,-0.046022339,0.963771635,0.986031684,-6.34373563
SIRT5,-0.094984063,6.117641293,-0.267461419,0.791846733,0.912912939,-6.343778147
SELENOO,-0.006923945,5.824746475,-0.041575138,0.967270195,0.98674716,-6.343934424
LOC100058329,-0.109840583,10.73193289,-0.479635345,0.636007666,0.834389335,-6.344494083
EIF3E,0.081470075,6.881194469,0.479585624,0.636042493,0.834389335,-6.344518123
GLYR1,0.09830502,7.848829284,0.479496435,0.636104967,0.834389335,-6.34456124
SCPEP1,-0.136844329,8.427787367,-0.478857566,0.636552552,0.834597367,-6.344869857
RBM14,-0.076788588,7.048835839,-0.477548821,0.637469888,0.835431424,-6.345500811
LCP1,-0.160244396,7.531110588,-0.417311387,0.680487023,0.858733217,-6.346303823
CS,-0.130811137,6.964296372,-0.415284388,0.681948137,0.859960915,-6.347156793
FAM120A,0.064366308,7.206586251,0.473899353,0.640031029,0.837679378,-6.347251301
ITSN2,0.023670188,5.981122504,0.097527584,0.923326584,0.967948844,-6.347599244
WARS1,0.088457528,8.511916361,0.47296398,0.640688198,0.837784004,-6.34769784
SRSF10,0.022062711,7.151859418,0.096287704,0.924298156,0.967955524,-6.347721882
INPP1,-0.041600705,6.822380049,-0.191860405,0.849781929,0.937203054,-6.34777638
THBS4,0.180831966,16.21052297,0.47138762,0.641796389,0.837784004,-6.348448423
CAPN1,0.059006441,8.114539341,0.470175842,0.642648854,0.837784004,-6.34902374
COLGALT2,0.063415413,7.896576508,0.344946107,0.733558737,0.885382777,-6.349198441
NOP58,-0.071023418,8.086380697,-0.469203909,0.643332955,0.837940469,-6.349484136
UFD1,-0.06306637,8.376641423,-0.408721637,0.686687469,0.863255745,-6.349890382
PPIG,-0.076012413,6.738124151,-0.342172029,0.735615232,0.886258254,-6.35016473
CSDE1,-0.052248303,7.129891348,-0.322815469,0.750020573,0.896343975,-6.350664544
GMFG,-0.019790411,4.955243081,-0.055034921,0.95668393,0.982817412,-6.350908203
